,house_title,house_type,price,user,no_of_ratings,rating,house_detail,house_details,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
153,STUDIO PROCHE TOUR EIFFEL,Entire home,75.0,Antoine,15,4.71,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n15 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n15 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
161,Appartement Cozy à 10 mn de la Tour Eiffel !,Entire home,59.0,Julien,7,4.67,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n7 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n7 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
162,magnifique appartement au coeur du 11eme,Entire home,95.0,Toledano,75,4.61,"['4 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n75 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n75 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
163,"Ideal pour une nuit, petit cocon tres calme",Private room in bed and breakfast,16.0,Sane,9,4.78,"['1 guest', '1 bedroom', '0 beds', '1 shared bath', '\U000f0004\n38 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '0 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n38 Reviews'"", "" '\\U000f0019\\nVerified']""]",1.0, '1 bedroom', '0 beds', '1 shared bath',1.0,0.0,1.0
164,Channel Your Inner Parisian In This Amazing Flat !,Entire home,199.0,Helene,13,3.55,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n13 Reviews']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n13 Reviews']""]",6.0, '2 bedrooms', '3 beds', '1 bath',2.0,3.0,1.0
165,♥ Chic apartment near Eiffel Tower - 6P,Entire home,405.0,Charles,94,4.73,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n1,001 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""001 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '4 beds', '1 bath',2.0,4.0,1.0
166,Luxury 8 bedrooms Home (10 min Parc des Expos),Entire home,400.0,Yohan,6,4.83,"['16+ guests', '8 bedrooms', '8 beds', '2 baths', '\U000f0004\n32 Reviews', '\U000f0019\nVerified']","[""['16+ guests'"", "" '8 bedrooms'"", "" '8 beds'"", "" '2 baths'"", "" '\\U000f0004\\n32 Reviews'"", "" '\\U000f0019\\nVerified']""]",16.0, '8 bedrooms', '8 beds', '2 baths',8.0,8.0,2.0
167,Lovely apartment in Porte de versailles/Paris Expo,Entire home,144.0,Maria,13,4.55,"['7 guests', '2 bedrooms', '5 beds', '1.5 baths', '\U000f0004\n33 Reviews']","[""['7 guests'"", "" '2 bedrooms'"", "" '5 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n33 Reviews']""]",7.0, '2 bedrooms', '5 beds', '1.5 baths',2.0,5.0,1.5
168,"New flat Oberkampf, fully renovated",Entire home,88.0,Louis,151,4.68,"['6 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n283 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n283 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '2 beds', '1 bath',2.0,2.0,1.0
169,Baroque And Chic Apartment In Heart Of Montmartre,Entire home,129.0,Caro,3,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n3 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n3 Reviews']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
171,New apartment just next to the Champs Elysees,Entire home,285.0,Anne,53,4.75,"['5 guests', '2 bedrooms', '3 beds', '1.5 baths', '\U000f0004\n67 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n67 Reviews'"", "" '\\U000f0019\\nVerified']""]",5.0, '2 bedrooms', '3 beds', '1.5 baths',2.0,3.0,1.5
173,CHARMING ROMANTIC STUDIO OPERA &MONTMATRE 2 PERSON,Entire home,52.0,Jocelyn /Silvio,351,4.34,"['2 guests', '1 bedroom', '1 bed', 'Half-bath', '\U000f0004\n1,731 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" 'Half-bath'"", "" '\\U000f0004\\n1"", ""731 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', 'Half-bath',1.0,1.0,0.5
174,❤️ JUST WHAT U NEED. GREAT FLAT IN THE MARAIS.,Entire home,158.0,Louise,104,4.49,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n674 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n674 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', '1 bath',2.0,2.0,1.0
175,"ILE-ST-LOUIS, ART, LUXURY AND CHARM",Entire home,195.0,Marie&Elena,247,4.85,"['4 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n247 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" 'Studio'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n247 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, 'Studio', '3 beds', '1 bath',0.5,3.0,1.0
177,Best Place in Paris,Entire home,299.0,Elodie,128,4.58,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n2,712 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n2"", ""712 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', '1 bath',2.0,2.0,1.0
178,Authentic B§B in a lovely house,Private room in house,59.0,Françoise,286,4.82,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n289 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\\U000f0004\\n289 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '2 beds', '1 private bath',1.0,2.0,1.0
179,Chic & Romantic Flat in Montmartre,Entire home,99.0,Margherita,99,4.6,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n161 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n161 Reviews'"", "" '\\U000f1101\\n4 References'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
181,Rare and luxurious appartement in Champs-Elysee,Entire home,168.0,Bahija,37,4.62,"['4 guests', '1 bedroom', '1 bed', '2 baths', '\U000f0004\n37 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '2 baths'"", "" '\\U000f0004\\n37 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '1 bed', '2 baths',1.0,1.0,2.0
185,IN PARIS CENTER SPACIOUS 3ROOM RENOVATED FOR 6 PER,Entire home,150.0,Joseph,6,4.83,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n44 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n44 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '4 beds', '1 bath',2.0,4.0,1.0
186,Charming country house only 20mn away from Paris,Entire home,63.0,Catherine,81,4.95,"['7 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n81 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '3 bedrooms'"", "" '5 beds'"", "" '2 baths'"", "" '\\U000f0004\\n81 Reviews'"", "" '\\U000f0019\\nVerified']""]",7.0, '3 bedrooms', '5 beds', '2 baths',3.0,5.0,2.0
187,Trendy & Fashion Duplex in Le Marais !!!,Entire home,199.0,Philippe,44,4.36,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n12,800 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n12"", ""800 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '1 bath',2.0,3.0,1.0
188,Large & Modern Studio In St Germain,Entire home,149.0,Gaelle,3,5.0,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n3 Reviews']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n3 Reviews']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
189,WONDERFUL ROOM OF 9M2 NEAR LE MARAIS,Private room in apartment,49.0,Guillaume,13,4.77,"['2 guests', 'Studio', '0 beds', '1 shared bath', '\U000f0004\n34 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '0 beds'"", "" '1 shared bath'"", "" '\\U000f0004\\n34 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '0 beds', '1 shared bath',0.5,0.0,1.0
190,♥ of Paris 5th - Quartier Latin,Entire home,120.0,Olivier,35,4.83,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n167 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n167 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
191,charming artist apartment,Entire home,110.0,Anne-Laure,183,4.85,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n183 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n183 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
192,Elysées Wagram 2 - Breakfast included,Private room in apartment,140.0,Catherine,292,4.93,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n617 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n617 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
193,New flat 2nd floor near to Porte de Paris station,Entire home,149.0,Mika,48,4.96,"['8 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n89 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n89 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '3 beds', '1 bath',3.0,3.0,1.0
195,100m2 Apartment in best area of Paris,Entire home,395.0,Bonjour,9,4.67,"['10 guests', '4 bedrooms', '5 beds', '2.5 baths', '\U000f0004\n39 Reviews', '\U000f0019\nVerified']","[""['10 guests'"", "" '4 bedrooms'"", "" '5 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n39 Reviews'"", "" '\\U000f0019\\nVerified']""]",10.0, '4 bedrooms', '5 beds', '2.5 baths',4.0,5.0,2.5
196,Charming Typical Parisian Flat,Entire home,85.0,Olivier,260,4.58,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n260 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n260 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', '1 bath',2.0,2.0,1.0
197,❤️ Comme à l’hotel au coeur du Marais,Private room in apartment,92.0,Jérémy,16,4.94,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n16 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n16 Reviews']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
198,Parisian Lifestyle for 3 nice Guests,Room in boutique hotel,199.0,Romain,60,4.88,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n219 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n219 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
200,"République, renovated 2016 6 bdrms,3WC,3 bathrooms",Entire home,500.0,Mathilde,151,4.58,"['15 guests', '6 bedrooms', '6 beds', '3 baths', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['15 guests'"", "" '6 bedrooms'"", "" '6 beds'"", "" '3 baths'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",15.0, '6 bedrooms', '6 beds', '3 baths',6.0,6.0,3.0
201,Amazing apt with balcony & Wifi,Entire home,634.0,"Loic, Estelle & Co",14,4.36,"['8 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n616 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n616 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '2 bedrooms', '4 beds', '1 bath',2.0,4.0,1.0
203,F1 entier JACUZZI BALNEO TROPICAL proche Paris,Entire home,115.0,Jordan,4,4.75,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n118 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n118 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
204,"Loft ""Atelier"" in the Marais perfect for 4",Entire home,190.0,Hsiao Lin,371,4.63,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n1,144 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""144 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '1 bath',2.0,3.0,1.0
205,Petit studio parisien près de la Tour Eiffel,Entire home,88.0,Weina,142,4.82,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n384 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n384 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
207,❤️ Central Apartment in Paris,Entire home,148.0,Louis,58,4.57,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n131 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n131 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '1 bath',2.0,3.0,1.0
208,Yan’s apartment,Entire home,60.0,Yan,9,4.11,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n12 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n12 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
209,"Opera-Haussmann, St Honoré, Montaigne, Concorde",Entire home,140.0,Cynthia,306,4.75,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n3,550 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n3"", ""550 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
210,Steps from Notre-Dame,Entire home,335.0,Catherine,14,5.0,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n14 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n14 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '1 bath',2.0,3.0,1.0
211,Brand new Modern flat Central Paris Boutique Hotel,Entire home,139.0,Justin & Catherine,657,4.29,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1,429 Reviews', '\U000f1101\n9 References', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""429 Reviews'"", "" '\\U000f1101\\n9 References'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
212,"JOLI STUDIO, FACE AU BOIS DE VINCENNES. 15MN PARIS",Entire home,55.0,Cathy,45,4.36,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n449 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n449 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
213,Hotel Boronali *** - Superior room in Montmartre,Room in boutique hotel,119.0,Arthur,15,4.8,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n493 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n493 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
214,Cosy room between Montmartre and Opera,Room in boutique hotel,140.0,Adélie,54,4.69,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n55 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n55 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
215,★ Spacious & Cozy ★ 3 Rooms Flat Near Paris & CDG,Entire home,69.0,Dora & John,186,4.66,"['7 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n399 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n399 Reviews'"", "" '\\U000f0019\\nVerified']""]",7.0, '2 bedrooms', '4 beds', '1 bath',2.0,4.0,1.0
216,Centrally Located Modern Parisian Studio,Entire home,140.0,Greg,8,5.0,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n8 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n8 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
217,Le Charme de Saint Germain appartment,Entire home,129.0,Ren,14,4.23,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n14 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n14 Reviews']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
218,Spacious&Shiny flat in Center of Paris 5pers!,Entire home,149.0,Philippe,39,4.31,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n12,800 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n12"", ""800 Reviews'"", "" '\\U000f0019\\nVerified']""]",5.0, '2 bedrooms', '3 beds', '1 bath',2.0,3.0,1.0
219,Lion studio,Entire home,82.0,Alicia,16,4.94,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n375 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n375 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, 'Studio', '2 beds', '1 bath',0.5,2.0,1.0
220,Magnifique studio Zen & Cosy à 12mn de Paris,Entire home,65.0,Sonia & David,78,4.87,"['3 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n78 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n78 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
221,Paris Vaugirard : Near Etoile/Champs-Elysées,Entire home,350.0,Chérazade Et Paul,12,4.92,"['7 guests', '3 bedrooms', '3 beds', '2.5 baths', '\U000f0004\n19 Reviews']","[""['7 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n19 Reviews']""]",7.0, '3 bedrooms', '3 beds', '2.5 baths',3.0,3.0,2.5
222,MODERN 1BR FLAT IN THE HEART OF THE MARAIS,Entire home,100.0,Nathalie,6,4.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n1,556 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""556 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
223,Downtown Paris 5 people duplex style,Entire home,180.0,Gilian,330,4.7,"['5 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n1,555 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['5 guests'"", "" '1 bedroom'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""555 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",5.0, '1 bedroom', '4 beds', '1 bath',1.0,4.0,1.0
224,Magic Apartament Saint Germain Des Prés,Entire home,249.0,Alma,4,5.0,"['7 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n31 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '1 bedroom'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n31 Reviews'"", "" '\\U000f0019\\nVerified']""]",7.0, '1 bedroom', '4 beds', '1 bath',1.0,4.0,1.0
225,Chambre privé pour 1 personne avec télé incluse,Private room in house,24.0,Alexandra,102,4.37,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n295 Reviews', '\U000f0019\nVerified']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n295 Reviews'"", "" '\\U000f0019\\nVerified']""]",1.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
226,Your perfect place to stay in Paris,Entire home,60.0,Paris,47,4.79,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n112 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n112 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
227,♥ Luxury apartment near Arc Triomphe - 8P,Entire home,599.0,Charles,6,4.83,"['8 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n77 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '2 baths'"", "" '\\U000f0004\\n77 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '4 beds', '2 baths',3.0,4.0,2.0
228,2BDR/2BR St Honoré/Louvre-Serviced Apartment | HS4,Room in serviced apartment,699.0,HighStay,67,4.87,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n371 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n371 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '2 baths',2.0,3.0,2.0
229,Dans les jardins de la Tour Eiffel,Entire home,350.0,Mathilde,163,4.56,"['7 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n3,217 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n3"", ""217 Reviews'"", "" '\\U000f0019\\nVerified']""]",7.0, '2 bedrooms', '4 beds', '1 bath',2.0,4.0,1.0
